,time,assetCode,assetName,volume,open,close,result,binary_result,provider,sentimentClass,sentimentNegative,sentimentNeutral,sentimentPositive,urgency,firstMentionSentence,bodySize,wordCount,sentenceCount
9170,2007-04-25,HBC.N,HSBC Holdings PLC,504500.0,92.82,93.44,0.6200000000000045,1.0,HIIS,0.0,0.013821200000000002,0.755124,0.231055,3.0,1.0,499.0,69.0,5.0
9171,2007-04-25,HBC.N,HSBC Holdings PLC,504500.0,92.82,93.44,0.6200000000000045,1.0,RTRS,0.0,0.0224916,0.810433,0.167076,3.0,4.0,942.0,147.0,4.0
9172,2007-04-25,HBC.N,HSBC Holdings PLC,504500.0,92.82,93.44,0.6200000000000045,1.0,RTRS,0.0,0.233756,0.392781,0.373463,3.0,8.0,3051.0,554.0,27.0
9173,2007-04-25,HBC.N,HSBC Holdings PLC,504500.0,92.82,93.44,0.6200000000000045,1.0,RTRS,0.0,0.233756,0.392781,0.373463,3.0,8.0,3093.0,565.0,28.0
9174,2007-04-25,HBC.N,HSBC Holdings PLC,504500.0,92.82,93.44,0.6200000000000045,1.0,RTRS,0.0,0.0224916,0.810433,0.167076,3.0,4.0,909.0,142.0,4.0
9175,2007-04-25,HBC.N,HSBC Holdings PLC,504500.0,92.82,93.44,0.6200000000000045,1.0,RTRS,0.0,0.020081799999999997,0.815367,0.164551,3.0,4.0,962.0,152.0,5.0
9176,2007-04-25,HBC.N,HSBC Holdings PLC,504500.0,92.82,93.44,0.6200000000000045,1.0,RTRS,1.0,0.222755,0.17312,0.604125,3.0,9.0,2683.0,490.0,18.0
9182,2007-04-25,HCR.N,Manor Care Inc,1999900.0,65.1,65.74,0.6400000000000006,1.0,PRN,-1.0,0.44878599999999996,0.300593,0.250621,3.0,1.0,15022.0,1926.0,66.0
9183,2007-04-25,HCR.N,Manor Care Inc,1999900.0,65.1,65.74,0.6400000000000006,1.0,RTRS,0.0,0.0141482,0.810077,0.175775,1.0,1.0,0.0,10.0,1.0
9184,2007-04-25,HCR.N,Manor Care Inc,1999900.0,65.1,65.74,0.6400000000000006,1.0,RTRS,1.0,0.0302611,0.117799,0.8519399999999999,1.0,1.0,0.0,13.0,1.0
9185,2007-04-25,HCR.N,Manor Care Inc,1999900.0,65.1,65.74,0.6400000000000006,1.0,RTRS,0.0,0.152862,0.615835,0.231303,1.0,1.0,0.0,17.0,1.0
9186,2007-04-25,HCR.N,Manor Care Inc,1999900.0,65.1,65.74,0.6400000000000006,1.0,RTRS,-1.0,0.819144,0.125228,0.0556283,1.0,1.0,0.0,25.0,1.0
9187,2007-04-25,HCR.N,Manor Care Inc,1999900.0,65.1,65.74,0.6400000000000006,1.0,RTRS,1.0,0.00781032,0.446588,0.545602,3.0,1.0,670.0,141.0,6.0
9188,2007-04-25,HCR.N,Manor Care Inc,1999900.0,65.1,65.74,0.6400000000000006,1.0,RTRS,1.0,0.12358599999999999,0.161772,0.714641,3.0,1.0,1102.0,219.0,9.0
9189,2007-04-25,HCR.N,Manor Care Inc,1999900.0,65.1,65.74,0.6400000000000006,1.0,RTRS,1.0,0.0316881,0.119226,0.849086,3.0,1.0,1498.0,295.0,16.0
9190,2007-04-25,HD.N,Home Depot Inc,11327994.0,39.3,39.5,0.20000000000000284,1.0,RTRS,-1.0,0.658263,0.222502,0.119236,3.0,0.0,4500.0,911.0,86.0
9191,2007-04-25,HD.N,Home Depot Inc,11327994.0,39.3,39.5,0.20000000000000284,1.0,CNW,1.0,0.0857406,0.151049,0.763211,3.0,2.0,6134.0,1086.0,34.0
9192,2007-04-25,HD.N,Home Depot Inc,11327994.0,39.3,39.5,0.20000000000000284,1.0,RTRS,0.0,0.309803,0.375347,0.31485,3.0,26.0,5632.0,1043.0,39.0
9193,2007-04-25,HD.N,Home Depot Inc,11327994.0,39.3,39.5,0.20000000000000284,1.0,RTRS,0.0,0.309803,0.375347,0.31485,3.0,26.0,5671.0,1053.0,40.0
9194,2007-04-25,HD.N,Home Depot Inc,11327994.0,39.3,39.5,0.20000000000000284,1.0,RTRS,1.0,0.0591346,0.13918,0.801686,3.0,2.0,3915.0,712.0,27.0
9195,2007-04-25,HDB.N,HDFC Bank Ltd,471400.0,74.37,74.92,0.5499999999999972,1.0,RTRS,0.0,0.0615336,0.617947,0.320519,3.0,1.0,898.0,121.0,7.0
9197,2007-04-25,HES.N,Hess Corp,3018600.0,57.92,59.04,1.1199999999999974,1.0,RTRS,0.0,0.102293,0.731427,0.166279,3.0,9.0,2274.0,434.0,16.0
9198,2007-04-25,HES.N,Hess Corp,3018600.0,57.92,59.04,1.1199999999999974,1.0,RTRS,0.0,0.147464,0.616869,0.23566700000000002,1.0,1.0,0.0,11.0,1.0
9199,2007-04-25,HES.N,Hess Corp,3018600.0,57.92,59.04,1.1199999999999974,1.0,BSW,-1.0,0.500028,0.3498,0.150172,3.0,1.0,26630.0,2804.0,88.0
9200,2007-04-25,HES.N,Hess Corp,3018600.0,57.92,59.04,1.1199999999999974,1.0,RTRS,0.0,0.0141482,0.810077,0.175775,1.0,1.0,0.0,7.0,1.0
9201,2007-04-25,HES.N,Hess Corp,3018600.0,57.92,59.04,1.1199999999999974,1.0,RTRS,0.0,0.146576,0.6170260000000001,0.23639899999999997,1.0,1.0,0.0,18.0,1.0
9202,2007-04-25,HES.N,Hess Corp,3018600.0,57.92,59.04,1.1199999999999974,1.0,RTRS,0.0,0.016155700000000002,0.806295,0.177549,1.0,1.0,0.0,11.0,1.0
9203,2007-04-25,HES.N,Hess Corp,3018600.0,57.92,59.04,1.1199999999999974,1.0,RTRS,0.0,0.0887353,0.8144600000000001,0.0968045,3.0,1.0,797.0,159.0,6.0
9204,2007-04-25,HES.N,Hess Corp,3018600.0,57.92,59.04,1.1199999999999974,1.0,RTRS,-1.0,0.681315,0.195632,0.123053,3.0,1.0,1549.0,309.0,12.0
9205,2007-04-25,HES.N,Hess Corp,3018600.0,57.92,59.04,1.1199999999999974,1.0,RTRS,-1.0,0.41794799999999993,0.35526599999999997,0.22678600000000002,3.0,1.0,1983.0,383.0,16.0
9206,2007-04-25,HES.N,Hess Corp,3018600.0,57.92,59.04,1.1199999999999974,1.0,RTRS,0.0,0.14344400000000002,0.617545,0.239011,1.0,1.0,0.0,16.0,1.0
9207,2007-04-25,HES.N,Hess Corp,3018600.0,57.92,59.04,1.1199999999999974,1.0,RTRS,0.0,0.167045,0.612498,0.22045599999999999,1.0,1.0,0.0,16.0,1.0
9208,2007-04-25,HES.N,Hess Corp,3018600.0,57.92,59.04,1.1199999999999974,1.0,RTRS,0.0,0.15492899999999998,0.615404,0.229667,1.0,1.0,0.0,15.0,1.0
9209,2007-04-25,HES.N,Hess Corp,3018600.0,57.92,59.04,1.1199999999999974,1.0,RTRS,0.0,0.16031600000000001,0.614216,0.22546799999999997,3.0,1.0,747.0,149.0,5.0
9210,2007-04-25,HES.N,Hess Corp,3018600.0,57.92,59.04,1.1199999999999974,1.0,RTRS,1.0,0.0381728,0.12508,0.8367469999999999,3.0,1.0,626.0,125.0,5.0
9211,2007-04-25,HES.N,Hess Corp,3018600.0,57.92,59.04,1.1199999999999974,1.0,RTRS,1.0,0.046246300000000004,0.139702,0.814052,3.0,1.0,1134.0,228.0,8.0
9221,2007-04-25,HLF.N,Herbalife Nutrition Ltd,1927700.0,40.25,40.29,0.03999999999999915,1.0,BSW,1.0,0.16572,0.372807,0.46147299999999997,3.0,1.0,10060.0,1600.0,49.0
9222,2007-04-25,HLF.N,Herbalife Nutrition Ltd,1927700.0,40.25,40.29,0.03999999999999915,1.0,RTRS,0.0,0.0141482,0.810077,0.175775,1.0,1.0,0.0,12.0,1.0
9223,2007-04-25,HLF.N,Herbalife Nutrition Ltd,1927700.0,40.25,40.29,0.03999999999999915,1.0,RTRS,0.0,0.0141482,0.810077,0.175775,1.0,1.0,0.0,11.0,1.0
9224,2007-04-25,HLF.N,Herbalife Nutrition Ltd,1927700.0,40.25,40.29,0.03999999999999915,1.0,RTRS,0.0,0.0164253,0.806599,0.176976,1.0,1.0,0.0,10.0,1.0
9225,2007-04-25,HLF.N,Herbalife Nutrition Ltd,1927700.0,40.25,40.29,0.03999999999999915,1.0,RTRS,0.0,0.016155700000000002,0.806295,0.177549,1.0,1.0,0.0,11.0,1.0
9226,2007-04-25,HLF.N,Herbalife Nutrition Ltd,1927700.0,40.25,40.29,0.03999999999999915,1.0,RTRS,0.0,0.158697,0.6185350000000001,0.222769,3.0,1.0,1129.0,234.0,10.0
9227,2007-04-25,HLIT.O,Harmonic Inc,1494672.0,10.2,10.29,0.08999999999999986,1.0,RTRS,0.0,0.0141482,0.810077,0.175775,1.0,1.0,0.0,8.0,1.0
9228,2007-04-25,HLIT.O,Harmonic Inc,1494672.0,10.2,10.29,0.08999999999999986,1.0,RTRS,0.0,0.153646,0.615675,0.23068000000000002,1.0,1.0,0.0,12.0,1.0
9229,2007-04-25,HLIT.O,Harmonic Inc,1494672.0,10.2,10.29,0.08999999999999986,1.0,BSW,-1.0,0.749699,0.16435999999999998,0.0859414,3.0,1.0,24798.0,3248.0,103.0
9230,2007-04-25,HLIT.O,Harmonic Inc,1494672.0,10.2,10.29,0.08999999999999986,1.0,RTRS,0.0,0.0141482,0.810077,0.175775,1.0,1.0,0.0,17.0,1.0
9232,2007-04-25,HLT.N,Hilton Worldwide Holdings Inc,4454923.0,35.39,35.26,-0.13000000000000256,0.0,BSW,1.0,0.00781407,0.447687,0.544499,3.0,36.0,7869.0,1266.0,43.0
9233,2007-04-25,HLT.N,Hilton Worldwide Holdings Inc,4454923.0,35.39,35.26,-0.13000000000000256,0.0,RTRS,0.0,0.0167828,0.926249,0.0569681,3.0,5.0,873.0,167.0,5.0
9237,2007-04-25,HMC.N,Honda Motor Co Ltd,1495706.0,33.8,34.12,0.3200000000000003,1.0,RTRS,-1.0,0.813998,0.146979,0.0390224,3.0,1.0,815.0,150.0,7.0
9238,2007-04-25,HMC.N,Honda Motor Co Ltd,1495706.0,33.8,34.12,0.3200000000000003,1.0,RTRS,-1.0,0.818004,0.125899,0.0560971,3.0,1.0,3194.0,640.0,60.0
9239,2007-04-25,HMC.N,Honda Motor Co Ltd,1495706.0,33.8,34.12,0.3200000000000003,1.0,RTRS,1.0,0.007548100000000001,0.44470299999999996,0.5477489999999999,1.0,1.0,0.0,20.0,2.0
9240,2007-04-25,HMC.N,Honda Motor Co Ltd,1495706.0,33.8,34.12,0.3200000000000003,1.0,RTRS,1.0,0.00789105,0.448532,0.5435770000000001,1.0,1.0,0.0,20.0,2.0
9241,2007-04-25,HMC.N,Honda Motor Co Ltd,1495706.0,33.8,34.12,0.3200000000000003,1.0,RTRS,1.0,0.0323512,0.11987,0.847778,1.0,1.0,0.0,20.0,2.0
9242,2007-04-25,HMC.N,Honda Motor Co Ltd,1495706.0,33.8,34.12,0.3200000000000003,1.0,RTRS,0.0,0.0224476,0.92706,0.050492199999999994,1.0,1.0,0.0,9.0,1.0
9243,2007-04-25,HMC.N,Honda Motor Co Ltd,1495706.0,33.8,34.12,0.3200000000000003,1.0,RTRS,1.0,0.00789105,0.448532,0.5435770000000001,1.0,1.0,0.0,20.0,2.0
9244,2007-04-25,HMC.N,Honda Motor Co Ltd,1495706.0,33.8,34.12,0.3200000000000003,1.0,RTRS,0.0,0.0141482,0.810077,0.175775,1.0,1.0,0.0,10.0,1.0
9245,2007-04-25,HMC.N,Honda Motor Co Ltd,1495706.0,33.8,34.12,0.3200000000000003,1.0,RTRS,1.0,0.0323512,0.11987,0.847778,1.0,1.0,0.0,20.0,2.0
9246,2007-04-25,HMC.N,Honda Motor Co Ltd,1495706.0,33.8,34.12,0.3200000000000003,1.0,RTRS,0.0,0.137929,0.6143109999999999,0.247759,1.0,1.0,0.0,15.0,1.0
9247,2007-04-25,HMC.N,Honda Motor Co Ltd,1495706.0,33.8,34.12,0.3200000000000003,1.0,RTRS,-1.0,0.798638,0.123679,0.0776825,1.0,1.0,0.0,13.0,1.0
9248,2007-04-25,HMC.N,Honda Motor Co Ltd,1495706.0,33.8,34.12,0.3200000000000003,1.0,RTRS,-1.0,0.484187,0.31790999999999997,0.197903,1.0,1.0,0.0,15.0,1.0
9249,2007-04-25,HMC.N,Honda Motor Co Ltd,1495706.0,33.8,34.12,0.3200000000000003,1.0,RTRS,0.0,0.0141482,0.810077,0.175775,1.0,1.0,0.0,11.0,3.0
9250,2007-04-25,HMC.N,Honda Motor Co Ltd,1495706.0,33.8,34.12,0.3200000000000003,1.0,RTRS,0.0,0.0141482,0.810077,0.175775,1.0,1.0,0.0,13.0,3.0
9251,2007-04-25,HMC.N,Honda Motor Co Ltd,1495706.0,33.8,34.12,0.3200000000000003,1.0,RTRS,-1.0,0.585821,0.270543,0.14363599999999999,1.0,1.0,0.0,14.0,1.0
9252,2007-04-25,HMC.N,Honda Motor Co Ltd,1495706.0,33.8,34.12,0.3200000000000003,1.0,RTRS,0.0,0.0141482,0.810077,0.175775,1.0,1.0,0.0,13.0,1.0
9253,2007-04-25,HMC.N,Honda Motor Co Ltd,1495706.0,33.8,34.12,0.3200000000000003,1.0,RTRS,0.0,0.0126625,0.793766,0.193571,3.0,1.0,710.0,109.0,5.0
9254,2007-04-25,HMC.N,Honda Motor Co Ltd,1495706.0,33.8,34.12,0.3200000000000003,1.0,RTRS,1.0,0.150476,0.393896,0.455628,3.0,1.0,753.0,126.0,8.0
9255,2007-04-25,HMC.N,Honda Motor Co Ltd,1495706.0,33.8,34.12,0.3200000000000003,1.0,RTRS,-1.0,0.635917,0.126299,0.23778400000000002,3.0,1.0,1292.0,249.0,11.0
9256,2007-04-25,HMC.N,Honda Motor Co Ltd,1495706.0,33.8,34.12,0.3200000000000003,1.0,RTRS,0.0,0.140986,0.670659,0.188355,3.0,1.0,1113.0,164.0,6.0
9257,2007-04-25,HMC.N,Honda Motor Co Ltd,1495706.0,33.8,34.12,0.3200000000000003,1.0,RTRS,-1.0,0.43405,0.16228299999999998,0.403667,3.0,1.0,2842.0,529.0,21.0
9258,2007-04-25,HMC.N,Honda Motor Co Ltd,1495706.0,33.8,34.12,0.3200000000000003,1.0,ROM,-1.0,0.48296000000000006,0.285815,0.231225,3.0,1.0,19144.0,3272.0,103.0
9259,2007-04-25,HMC.N,Honda Motor Co Ltd,1495706.0,33.8,34.12,0.3200000000000003,1.0,ROM,0.0,0.025190099999999997,0.902267,0.0725428,3.0,1.0,9640.0,925.0,53.0
9260,2007-04-25,HMC.N,Honda Motor Co Ltd,1495706.0,33.8,34.12,0.3200000000000003,1.0,ROM,0.0,0.150207,0.615917,0.23387600000000003,3.0,1.0,9670.0,934.0,46.0
9261,2007-04-25,HMC.N,Honda Motor Co Ltd,1495706.0,33.8,34.12,0.3200000000000003,1.0,ROM,0.0,0.025190099999999997,0.902267,0.0725428,3.0,1.0,19053.0,1311.0,103.0
9262,2007-04-25,HMC.N,Honda Motor Co Ltd,1495706.0,33.8,34.12,0.3200000000000003,1.0,RTRS,-1.0,0.6548069999999999,0.12201300000000001,0.22318000000000002,3.0,3.0,3831.0,698.0,28.0
9263,2007-04-25,HMC.N,Honda Motor Co Ltd,1495706.0,33.8,34.12,0.3200000000000003,1.0,RTRS,-1.0,0.6548069999999999,0.12201300000000001,0.22318000000000002,3.0,3.0,6210.0,1188.0,80.0
9264,2007-04-25,HMC.N,Honda Motor Co Ltd,1495706.0,33.8,34.12,0.3200000000000003,1.0,RTRS,1.0,0.396341,0.165972,0.437687,3.0,1.0,3971.0,744.0,28.0
9265,2007-04-25,HMC.N,Honda Motor Co Ltd,1495706.0,33.8,34.12,0.3200000000000003,1.0,RTRS,1.0,0.387509,0.16689400000000001,0.445597,3.0,1.0,4012.0,754.0,29.0
9266,2007-04-25,HMC.N,Honda Motor Co Ltd,1495706.0,33.8,34.12,0.3200000000000003,1.0,RTRS,-1.0,0.8178300000000001,0.126001,0.056168499999999996,3.0,3.0,4454.0,799.0,34.0
9267,2007-04-25,HMC.N,Honda Motor Co Ltd,1495706.0,33.8,34.12,0.3200000000000003,1.0,RTRS,-1.0,0.8178300000000001,0.126001,0.056168499999999996,3.0,3.0,7241.0,1339.0,88.0
9268,2007-04-25,HMC.N,Honda Motor Co Ltd,1495706.0,33.8,34.12,0.3200000000000003,1.0,RTRS,-1.0,0.721266,0.175095,0.10363800000000001,3.0,1.0,4346.0,826.0,32.0
9269,2007-04-25,HMC.N,Honda Motor Co Ltd,1495706.0,33.8,34.12,0.3200000000000003,1.0,RTRS,-1.0,0.624744,0.137967,0.23729,3.0,1.0,5327.0,990.0,40.0
9270,2007-04-25,HMC.N,Honda Motor Co Ltd,1495706.0,33.8,34.12,0.3200000000000003,1.0,ROM,1.0,0.0379088,0.12795499999999999,0.8341360000000001,3.0,1.0,3153.0,440.0,15.0
9271,2007-04-25,HMC.N,Honda Motor Co Ltd,1495706.0,33.8,34.12,0.3200000000000003,1.0,RTRS,1.0,0.255886,0.301525,0.442589,3.0,0.0,2627.0,490.0,20.0
9272,2007-04-25,HMC.N,Honda Motor Co Ltd,1495706.0,33.8,34.12,0.3200000000000003,1.0,RTRS,-1.0,0.648623,0.21224899999999997,0.139128,3.0,20.0,4158.0,759.0,34.0
9273,2007-04-25,HMC.N,Honda Motor Co Ltd,1495706.0,33.8,34.12,0.3200000000000003,1.0,RTRS,-1.0,0.648623,0.21224899999999997,0.139128,3.0,20.0,4169.0,764.0,35.0
9274,2007-04-25,HMC.N,Honda Motor Co Ltd,1495706.0,33.8,34.12,0.3200000000000003,1.0,RTRS,-1.0,0.648623,0.21224899999999997,0.139128,3.0,20.0,6542.0,1252.0,88.0
9276,2007-04-25,HMY.N,Harmony Gold Mining Company Ltd,1439500.0,16.52,16.58,0.05999999999999872,1.0,PRN,0.0,0.0979831,0.46410799999999997,0.437909,3.0,1.0,51015.0,4446.0,152.0
9277,2007-04-25,HMY.N,Harmony Gold Mining Company Ltd,1439500.0,16.52,16.58,0.05999999999999872,1.0,RTRS,0.0,0.013204200000000001,0.789044,0.197751,1.0,1.0,0.0,14.0,1.0
9278,2007-04-25,HMY.N,Harmony Gold Mining Company Ltd,1439500.0,16.52,16.58,0.05999999999999872,1.0,RTRS,0.0,0.012876499999999999,0.79291,0.194214,1.0,1.0,0.0,16.0,1.0
9279,2007-04-25,HMY.N,Harmony Gold Mining Company Ltd,1439500.0,16.52,16.58,0.05999999999999872,1.0,RTRS,1.0,0.006961399999999999,0.437724,0.555315,1.0,1.0,0.0,12.0,1.0
9280,2007-04-25,HMY.N,Harmony Gold Mining Company Ltd,1439500.0,16.52,16.58,0.05999999999999872,1.0,RTRS,1.0,0.00878836,0.457818,0.5333939999999999,1.0,1.0,0.0,19.0,2.0
9281,2007-04-25,HMY.N,Harmony Gold Mining Company Ltd,1439500.0,16.52,16.58,0.05999999999999872,1.0,RTRS,-1.0,0.81839,0.125672,0.055938199999999993,1.0,1.0,0.0,18.0,1.0
9282,2007-04-25,HMY.N,Harmony Gold Mining Company Ltd,1439500.0,16.52,16.58,0.05999999999999872,1.0,RTRS,0.0,0.0150593,0.8029390000000001,0.182001,1.0,1.0,0.0,20.0,1.0
9283,2007-04-25,HMY.N,Harmony Gold Mining Company Ltd,1439500.0,16.52,16.58,0.05999999999999872,1.0,RTRS,1.0,0.00816644,0.45148999999999995,0.540343,1.0,1.0,0.0,20.0,1.0
9284,2007-04-25,HMY.N,Harmony Gold Mining Company Ltd,1439500.0,16.52,16.58,0.05999999999999872,1.0,RTRS,-1.0,0.35724,0.310735,0.332025,3.0,1.0,1117.0,213.0,11.0
9285,2007-04-25,HMY.N,Harmony Gold Mining Company Ltd,1439500.0,16.52,16.58,0.05999999999999872,1.0,RTRS,1.0,0.177216,0.222102,0.6006819999999999,3.0,1.0,2171.0,412.0,18.0
9286,2007-04-25,HMY.N,Harmony Gold Mining Company Ltd,1439500.0,16.52,16.58,0.05999999999999872,1.0,RTRS,1.0,0.264453,0.185891,0.549656,3.0,1.0,2944.0,553.0,21.0
9287,2007-04-25,HMY.N,Harmony Gold Mining Company Ltd,1439500.0,16.52,16.58,0.05999999999999872,1.0,RTRS,1.0,0.223227,0.22034600000000001,0.5564279999999999,3.0,1.0,3255.0,614.0,24.0
9288,2007-04-25,HMY.N,Harmony Gold Mining Company Ltd,1439500.0,16.52,16.58,0.05999999999999872,1.0,RTRS,1.0,0.0326269,0.12013499999999999,0.8472379999999999,3.0,10.0,2639.0,454.0,18.0
9294,2007-04-25,HON.N,Honeywell International Inc,9258927.0,53.2,53.99,0.7899999999999991,1.0,RTRS,1.0,0.252809,0.34022399999999997,0.406967,3.0,8.0,3178.0,636.0,25.0
9295,2007-04-25,HON.N,Honeywell International Inc,9258927.0,53.2,53.99,0.7899999999999991,1.0,RTRS,-1.0,0.654813,0.30140500000000003,0.0437818,3.0,9.0,3841.0,787.0,34.0
9297,2007-04-25,HOT.N,Starwood Hotels & Resorts Worldwide Inc,2220893.0,69.87,69.04,-0.8299999999999983,0.0,BSW,0.0,0.0126117,0.720967,0.266421,3.0,2.0,7569.0,1245.0,42.0
9298,2007-04-25,HOT.N,Starwood Hotels & Resorts Worldwide Inc,2220893.0,69.87,69.04,-0.8299999999999983,0.0,RTRS,1.0,0.0130556,0.34975500000000004,0.637189,3.0,0.0,873.0,167.0,5.0
9302,2007-04-25,HPT.N,Hospitality Properties Trust,705000.0,46.34,46.3,-0.04000000000000625,0.0,BSW,0.0,0.186683,0.606356,0.20696199999999998,3.0,1.0,1950.0,344.0,17.0
9305,2007-04-25,HRH.N,Hilb Rogal & Hobbs Co,1463000.0,44.01,45.45,1.4400000000000048,1.0,RTRS,-1.0,0.727333,0.20056400000000002,0.0721031,3.0,1.0,2039.0,411.0,17.0
9306,2007-04-25,HRS.N,Harris Corp,484800.0,51.54,52.0,0.46000000000000085,1.0,PRN,1.0,0.11913199999999999,0.2689,0.6119680000000001,3.0,1.0,6263.0,1002.0,32.0
9310,2007-04-25,HST.N,Host Hotels & Resorts Inc,6563561.0,26.32,26.43,0.10999999999999943,1.0,RTRS,1.0,0.159712,0.39398299999999997,0.446305,1.0,1.0,0.0,16.0,1.0
9311,2007-04-25,HST.N,Host Hotels & Resorts Inc,6563561.0,26.32,26.43,0.10999999999999943,1.0,PRN,1.0,0.15949000000000002,0.169685,0.670825,3.0,1.0,61024.0,7883.0,264.0
9312,2007-04-25,HST.N,Host Hotels & Resorts Inc,6563561.0,26.32,26.43,0.10999999999999943,1.0,RTRS,0.0,0.0228907,0.927307,0.0498024,1.0,1.0,0.0,17.0,1.0
9313,2007-04-25,HST.N,Host Hotels & Resorts Inc,6563561.0,26.32,26.43,0.10999999999999943,1.0,RTRS,0.0,0.163736,0.613386,0.22287800000000002,1.0,1.0,0.0,20.0,3.0
9314,2007-04-25,HST.N,Host Hotels & Resorts Inc,6563561.0,26.32,26.43,0.10999999999999943,1.0,RTRS,-1.0,0.5883149999999999,0.269289,0.142396,1.0,1.0,0.0,19.0,1.0
9315,2007-04-25,HST.N,Host Hotels & Resorts Inc,6563561.0,26.32,26.43,0.10999999999999943,1.0,RTRS,-1.0,0.712503,0.201685,0.08581219999999999,1.0,1.0,0.0,21.0,3.0
9316,2007-04-25,HST.N,Host Hotels & Resorts Inc,6563561.0,26.32,26.43,0.10999999999999943,1.0,RTRS,0.0,0.0141482,0.810077,0.175775,1.0,1.0,0.0,15.0,1.0
9317,2007-04-25,HST.N,Host Hotels & Resorts Inc,6563561.0,26.32,26.43,0.10999999999999943,1.0,RTRS,0.0,0.020187,0.9209430000000001,0.0588702,1.0,1.0,0.0,13.0,1.0
9318,2007-04-25,HST.N,Host Hotels & Resorts Inc,6563561.0,26.32,26.43,0.10999999999999943,1.0,RTRS,0.0,0.0197982,0.918128,0.062073800000000005,1.0,1.0,0.0,14.0,1.0
9319,2007-04-25,HST.N,Host Hotels & Resorts Inc,6563561.0,26.32,26.43,0.10999999999999943,1.0,RTRS,0.0,0.015613900000000002,0.804746,0.17964000000000002,1.0,1.0,0.0,14.0,1.0
9320,2007-04-25,HST.N,Host Hotels & Resorts Inc,6563561.0,26.32,26.43,0.10999999999999943,1.0,RTRS,0.0,0.0197982,0.918128,0.062073800000000005,1.0,1.0,0.0,14.0,1.0
9321,2007-04-25,HST.N,Host Hotels & Resorts Inc,6563561.0,26.32,26.43,0.10999999999999943,1.0,RTRS,0.0,0.0197982,0.918128,0.062073800000000005,1.0,1.0,0.0,14.0,1.0
9322,2007-04-25,HST.N,Host Hotels & Resorts Inc,6563561.0,26.32,26.43,0.10999999999999943,1.0,RTRS,0.0,0.019444299999999998,0.9148569999999999,0.0656983,1.0,1.0,0.0,15.0,1.0
9323,2007-04-25,HST.N,Host Hotels & Resorts Inc,6563561.0,26.32,26.43,0.10999999999999943,1.0,RTRS,0.0,0.011601700000000001,0.779987,0.208411,3.0,1.0,496.0,105.0,4.0
9324,2007-04-25,HST.N,Host Hotels & Resorts Inc,6563561.0,26.32,26.43,0.10999999999999943,1.0,RTRS,0.0,0.10106,0.573715,0.325225,3.0,1.0,1389.0,278.0,10.0
9325,2007-04-25,HST.N,Host Hotels & Resorts Inc,6563561.0,26.32,26.43,0.10999999999999943,1.0,RTRS,1.0,0.039721,0.129579,0.8307,3.0,1.0,2306.0,434.0,17.0
9326,2007-04-25,HST.N,Host Hotels & Resorts Inc,6563561.0,26.32,26.43,0.10999999999999943,1.0,RTRS,0.0,0.1789,0.609097,0.21200300000000002,1.0,1.0,0.0,19.0,1.0
9327,2007-04-25,HST.N,Host Hotels & Resorts Inc,6563561.0,26.32,26.43,0.10999999999999943,1.0,RTRS,-1.0,0.819071,0.125271,0.055658000000000006,1.0,1.0,0.0,16.0,1.0
9328,2007-04-25,HST.N,Host Hotels & Resorts Inc,6563561.0,26.32,26.43,0.10999999999999943,1.0,RTRS,0.0,0.162546,0.613649,0.22380500000000003,1.0,1.0,0.0,22.0,1.0
9329,2007-04-25,HST.N,Host Hotels & Resorts Inc,6563561.0,26.32,26.43,0.10999999999999943,1.0,RTRS,1.0,0.13750199999999999,0.19120499999999999,0.671293,3.0,1.0,3319.0,625.0,28.0
9330,2007-04-25,HSY.N,Hershey Co,714600.0,54.69,55.11,0.4200000000000017,1.0,RTRS,-1.0,0.819144,0.125228,0.0556283,1.0,0.0,0.0,9.0,1.0
9331,2007-04-25,HSY.N,Hershey Co,714600.0,54.69,55.11,0.4200000000000017,1.0,RTRS,1.0,0.029521600000000002,0.11703699999999999,0.853441,1.0,0.0,0.0,13.0,1.0
9332,2007-04-25,HSY.N,Hershey Co,714600.0,54.69,55.11,0.4200000000000017,1.0,RTRS,0.0,0.15846300000000002,0.614621,0.22691599999999998,1.0,0.0,0.0,15.0,1.0
9333,2007-04-25,HSY.N,Hershey Co,714600.0,54.69,55.11,0.4200000000000017,1.0,RTRS,0.0,0.15846300000000002,0.614621,0.22691599999999998,1.0,0.0,0.0,15.0,1.0
9334,2007-04-25,HSY.N,Hershey Co,714600.0,54.69,55.11,0.4200000000000017,1.0,RTRS,0.0,0.015940299999999998,0.8057350000000001,0.178325,1.0,0.0,0.0,12.0,1.0
9335,2007-04-25,HSY.N,Hershey Co,714600.0,54.69,55.11,0.4200000000000017,1.0,RTRS,0.0,0.015762799999999997,0.805208,0.179029,1.0,0.0,0.0,13.0,1.0
9339,2007-04-25,HUM.N,Humana Inc,1633226.0,63.53,64.16,0.6299999999999955,1.0,PRN,1.0,0.054560500000000005,0.13657,0.80887,3.0,2.0,6591.0,1020.0,33.0
9346,2007-04-25,IBM.N,International Business Machines Corp,14827675.0,98.79,101.46,2.6699999999999875,1.0,MKW,1.0,0.062247300000000005,0.14084100000000002,0.796912,3.0,1.0,13350.0,2172.0,75.0
